"","date","WTMP_avg"
"908",2017-01-12,44.8875
"909",2017-01-12,44.8875
"910",2017-01-12,44.8875
"911",2017-01-12,44.8875
"912",2017-01-12,44.8875
"913",2017-01-12,44.8875
"914",2017-01-12,44.8875
"915",2017-01-12,44.8875
"916",2017-01-12,44.8875
"917",2017-01-12,44.8875
"918",2017-01-12,44.8875
"919",2017-01-12,44.8875
"920",2017-01-12,44.8875
"921",2017-01-12,44.8875
"922",2017-01-12,44.8875
"923",2017-01-12,44.8875
"924",2017-01-12,44.8875
"925",2017-01-12,44.8875
"926",2017-01-12,44.8875
"927",2017-01-12,44.8875
"928",2017-01-12,44.8875
"929",2017-01-12,44.8875
"930",2017-01-12,44.8875
"931",2017-01-12,44.8875
"932",2017-01-12,44.8875
"933",2017-01-12,44.8875
"934",2017-01-12,44.8875
"935",2017-01-12,44.8875
"936",2017-01-12,44.8875
"937",2017-01-12,44.8875
"938",2017-01-12,44.8875
